1	247	3	0	0	1
1	1	3	0	1	1
1	204	3	1	0	1
1	57	3	1	1	1
1	2	4	1	0	1
1	3	5	0	0	1
1	27	5	0	1	1
1	4	6	0	0	1
1	187	6	1	1	1
1	5	7	0	0	1
1	6	8	0	1	1
1	393	9	0	0	1
1	7	9	1	0	1
2	247	3	0	0	1
2	1	3	0	1	1
2	204	3	1	0	1
2	57	3	1	1	1
2	8	4	1	0	1
2	120	4	1	1	1
2	131	5	0	0	1
2	9	5	0	1	1
2	45	5	1	0	1
2	421	5	1	1	1
2	88	6	0	0	1
2	10	6	1	0	1
2	148	6	1	1	1
2	11	7	0	0	1
2	156	7	0	1	1
2	470	8	0	0	1
2	12	8	0	1	1
2	157	8	1	0	1
2	142	8	1	1	1
2	13	9	1	0	1
2	14	10	0	0	1
2	426	10	0	1	1
3	247	3	0	0	1
3	1	3	0	1	1
3	204	3	1	0	1
3	57	3	1	1	1
3	15	4	1	0	1
3	16	5	0	1	1
3	17	6	1	0	1
3	18	7	0	0	1
3	304	8	0	0	1
3	19	8	0	1	1
3	445	9	0	0	1
3	20	9	1	0	1
4	247	3	0	0	1
4	1	3	0	1	1
4	204	3	1	0	1
4	57	3	1	1	1
4	21	4	1	0	1
4	22	5	0	1	1
4	23	6	1	0	1
4	24	7	0	0	1
4	335	7	0	1	1
4	25	8	0	0	1
4	448	8	1	0	1
4	26	9	0	0	1
4	3	10	0	0	1
4	27	10	0	1	1
4	195	11	0	0	1
4	28	11	1	0	1
4	29	12	0	1	1
4	30	13	1	0	1
4	31	14	0	0	1
4	32	15	0	0	1
5	247	3	0	0	1
5	1	3	0	1	1
5	204	3	1	0	1
5	57	3	1	1	1
5	33	4	1	0	1
5	34	5	0	0	1
5	35	6	0	1	1
5	113	7	0	0	1
5	36	7	1	1	1
5	37	8	1	0	1
5	38	9	0	0	1
5	180	9	0	1	1
6	247	3	0	0	1
6	1	3	0	1	1
6	204	3	1	0	1
6	57	3	1	1	1
6	39	4	1	1	1
6	40	5	1	0	1
7	247	3	0	0	1
7	1	3	0	1	1
7	204	3	1	0	1
7	57	3	1	1	1
7	41	4	1	0	1
7	42	5	0	0	1
7	43	6	0	0	1
7	44	7	0	0	1
7	166	7	1	0	1
8	131	3	0	0	1
8	9	3	0	1	1
8	45	3	1	0	1
8	421	3	1	1	1
8	46	4	0	0	1
8	47	5	0	0	1
8	48	6	0	0	1
8	49	7	0	1	1
8	50	8	1	0	1
8	51	9	0	1	1
8	364	10	0	0	1
8	52	10	1	0	1
9	247	3	0	0	1
9	1	3	0	1	1
9	204	3	1	0	1
9	57	3	1	1	1
9	53	4	1	0	1
9	54	5	0	0	1
9	55	6	0	0	1
9	194	7	0	0	1
9	56	7	0	1	1
9	195	8	0	0	1
9	28	8	1	0	1
10	247	3	0	0	1
10	1	3	0	1	1
10	204	3	1	0	1
10	57	3	1	1	1
10	8	4	1	0	1
10	120	4	1	1	1
10	131	5	0	0	1
10	9	5	0	1	1
10	45	5	1	0	1
10	421	5	1	1	1
10	132	6	0	1	1
10	58	6	1	0	1
10	59	7	0	1	1
10	60	8	1	0	1
10	61	9	0	0	1
10	62	10	0	1	1
10	63	11	1	0	1
10	239	11	1	1	1
11	247	3	0	0	1
11	1	3	0	1	1
11	204	3	1	0	1
11	57	3	1	1	1
11	205	4	0	0	1
11	280	4	0	1	1
11	64	4	1	0	1
11	236	4	1	1	1
11	163	5	0	0	1
11	65	5	0	1	1
11	159	5	1	0	1
11	66	6	1	0	1
11	67	7	0	0	1
11	91	8	0	0	1
11	68	8	0	1	1
11	69	9	1	1	1
11	70	10	1	0	1
11	38	11	0	0	1
11	180	11	0	1	1
12	247	3	0	0	1
12	1	3	0	1	1
12	204	3	1	0	1
12	57	3	1	1	1
12	205	4	0	0	1
12	280	4	0	1	1
12	64	4	1	0	1
12	236	4	1	1	1
12	163	5	0	0	1
12	65	5	0	1	1
12	159	5	1	0	1
12	71	6	1	0	1
12	72	7	0	0	1
12	447	7	0	1	1
12	25	8	0	0	1
12	448	8	1	0	1
12	26	9	0	0	1
12	3	10	0	0	1
12	27	10	0	1	1
12	338	11	0	0	1
12	73	11	1	0	1
13	247	3	0	0	1
13	1	3	0	1	1
13	204	3	1	0	1
13	57	3	1	1	1
13	2	4	1	0	1
13	3	5	0	0	1
13	27	5	0	1	1
13	195	6	0	0	1
13	28	6	1	0	1
14	247	3	0	0	1
14	1	3	0	1	1
14	204	3	1	0	1
14	57	3	1	1	1
14	74	4	1	0	1
14	75	5	0	0	1
14	108	5	1	0	1
14	76	6	0	0	1
14	77	7	0	1	1
14	78	8	1	0	1
15	247	3	0	0	1
15	1	3	0	1	1
15	204	3	1	0	1
15	57	3	1	1	1
15	8	4	1	0	1
15	120	4	1	1	1
15	79	5	0	0	1
15	532	5	0	1	1
15	80	6	0	0	1
15	81	7	0	1	1
15	466	7	1	0	1
15	82	8	1	1	1
15	83	9	1	1	1
15	84	10	1	0	1
15	85	11	0	0	1
16	247	3	0	0	1
16	1	3	0	1	1
16	204	3	1	0	1
16	57	3	1	1	1
16	21	4	1	0	1
16	14	5	0	0	1
16	426	5	0	1	1
16	86	6	0	0	1
16	87	7	0	0	1
16	350	7	0	1	1
16	88	8	0	0	1
16	10	8	1	0	1
16	148	8	1	1	1
16	62	9	0	1	1
16	63	10	1	0	1
16	239	10	1	1	1
17	131	3	0	0	1
17	9	3	0	1	1
17	45	3	1	0	1
17	421	3	1	1	1
17	89	4	1	0	1
17	90	5	0	0	1
17	91	6	0	0	1
17	68	6	0	1	1
17	92	7	0	1	1
17	93	8	1	0	1
17	94	9	0	1	1
17	317	10	0	0	1
17	95	10	1	0	1
18	247	3	0	0	1
18	1	3	0	1	1
18	204	3	1	0	1
18	57	3	1	1	1
18	15	4	1	0	1
18	261	5	0	0	1
18	96	5	0	1	1
18	60	6	1	0	1
18	61	7	0	0	1
18	62	8	0	1	1
18	97	9	1	0	1
18	98	10	0	1	1
18	99	11	1	0	1
19	247	3	0	0	1
19	1	3	0	1	1
19	204	3	1	0	1
19	57	3	1	1	1
19	15	4	1	0	1
19	106	5	0	0	1
19	100	5	0	1	1
19	101	6	1	0	1
19	3	7	0	0	1
19	27	7	0	1	1
19	102	8	0	0	1
19	103	9	0	1	1
19	104	10	1	0	1
19	105	11	0	0	1
19	106	12	0	0	1
19	100	12	0	1	1
19	107	13	0	1	1
19	75	14	0	0	1
19	108	14	1	0	1
20	131	3	0	0	1
20	9	3	0	1	1
20	45	3	1	0	1
20	421	3	1	1	1
21	247	3	0	0	1
21	1	3	0	1	1
21	204	3	1	0	1
21	57	3	1	1	1
21	41	4	1	0	1
21	109	5	0	0	1
21	110	6	0	0	1
21	346	6	1	0	1
21	111	7	0	1	1
21	75	8	0	0	1
21	108	8	1	0	1
22	247	3	0	0	1
22	1	3	0	1	1
22	204	3	1	0	1
22	57	3	1	1	1
22	74	4	1	0	1
22	44	5	0	0	1
22	166	5	1	0	1
22	112	6	0	0	1
22	24	7	0	0	1
22	335	7	0	1	1
22	25	8	0	0	1
22	448	8	1	0	1
23	79	3	0	0	1
23	532	3	0	1	1
23	80	4	0	0	1
23	113	5	0	0	1
23	36	5	1	1	1
23	111	6	0	1	1
23	114	7	1	0	1
24	247	3	0	0	1
24	1	3	0	1	1
24	204	3	1	0	1
24	57	3	1	1	1
24	248	4	0	0	1
24	115	4	1	0	1
24	116	5	0	0	1
24	117	6	0	0	1
24	118	7	0	0	1
24	119	8	0	0	1
25	247	3	0	0	1
25	1	3	0	1	1
25	204	3	1	0	1
25	57	3	1	1	1
25	8	4	1	0	1
25	120	4	1	1	1
25	131	5	0	0	1
25	9	5	0	1	1
25	45	5	1	0	1
25	421	5	1	1	1
25	121	6	0	0	1
25	480	6	1	0	1
25	234	6	1	1	1
25	122	7	0	0	1
25	123	8	0	0	1
25	124	9	0	0	1
25	145	9	1	0	1
25	392	10	0	0	1
25	125	10	0	1	1
25	126	11	1	0	1
25	293	11	1	1	1
26	247	3	0	0	1
26	1	3	0	1	1
26	204	3	1	0	1
26	57	3	1	1	1
26	248	4	0	0	1
26	115	4	1	0	1
26	127	5	0	0	1
26	128	6	0	1	1
26	233	6	1	0	1
26	129	7	1	1	1
26	247	8	0	0	1
26	1	8	0	1	1
26	204	8	1	0	1
26	57	8	1	1	1
26	8	9	1	0	1
26	120	9	1	1	1
26	247	10	0	0	1
26	1	10	0	1	1
26	204	10	1	0	1
26	57	10	1	1	1
26	248	11	0	0	1
26	115	11	1	0	1
26	127	12	0	0	1
26	130	13	0	0	1
27	131	3	0	0	1
27	9	3	0	1	1
27	45	3	1	0	1
27	421	3	1	1	1
27	132	4	0	1	1
27	58	4	1	0	1
27	133	5	1	0	1
28	134	3	0	0	1
28	135	4	0	0	1
28	136	5	0	0	1
28	137	6	0	0	1
29	247	3	0	0	1
29	1	3	0	1	1
29	204	3	1	0	1
29	57	3	1	1	1
29	21	4	1	0	1
29	22	5	0	1	1
29	138	6	1	0	1
29	139	7	0	0	1
29	140	8	0	0	1
29	516	9	0	0	1
29	141	9	0	1	1
29	470	10	0	0	1
29	12	10	0	1	1
29	157	10	1	0	1
29	142	10	1	1	1
29	143	11	1	0	1
29	38	12	0	0	1
29	180	12	0	1	1
30	79	3	0	0	1
30	532	3	0	1	1
30	144	4	0	1	1
30	124	5	0	0	1
30	145	5	1	0	1
30	146	6	0	1	1
30	133	7	1	0	1
31	42	3	0	0	1
31	147	4	0	0	1
32	247	3	0	0	1
32	1	3	0	1	1
32	204	3	1	0	1
32	57	3	1	1	1
32	8	4	1	0	1
32	120	4	1	1	1
32	131	5	0	0	1
32	9	5	0	1	1
32	45	5	1	0	1
32	421	5	1	1	1
32	88	6	0	0	1
32	10	6	1	0	1
32	148	6	1	1	1
32	149	7	1	1	1
32	150	8	1	1	1
32	151	9	1	0	1
32	152	10	0	0	1
32	153	11	0	0	1
32	154	12	0	0	1
32	155	13	0	0	1
33	247	3	0	0	1
33	1	3	0	1	1
33	204	3	1	0	1
33	57	3	1	1	1
33	8	4	1	0	1
33	120	4	1	1	1
33	131	5	0	0	1
33	9	5	0	1	1
33	45	5	1	0	1
33	421	5	1	1	1
33	88	6	0	0	1
33	10	6	1	0	1
33	148	6	1	1	1
33	11	7	0	0	1
33	156	7	0	1	1
33	470	8	0	0	1
33	12	8	0	1	1
33	157	8	1	0	1
33	142	8	1	1	1
33	158	9	0	1	1
33	244	9	1	0	1
33	163	10	0	0	1
33	65	10	0	1	1
33	159	10	1	0	1
34	247	3	0	0	1
34	1	3	0	1	1
34	204	3	1	0	1
34	57	3	1	1	1
34	179	4	1	0	1
34	160	4	1	1	1
34	161	5	1	0	1
34	162	6	0	0	1
34	163	7	0	0	1
34	65	7	0	1	1
34	159	7	1	0	1
35	247	3	0	0	1
35	1	3	0	1	1
35	204	3	1	0	1
35	57	3	1	1	1
35	205	4	0	0	1
35	280	4	0	1	1
35	64	4	1	0	1
35	236	4	1	1	1
35	164	5	0	0	1
35	488	5	1	0	1
35	165	6	0	1	1
35	75	7	0	0	1
35	108	7	1	0	1
36	79	3	0	0	1
36	532	3	0	1	1
36	80	4	0	0	1
36	113	5	0	0	1
36	36	5	1	1	1
36	111	6	0	1	1
36	44	7	0	0	1
36	166	7	1	0	1
37	167	3	0	0	1
37	168	4	0	0	1
37	169	5	0	0	1
37	170	6	0	1	1
37	195	7	0	0	1
37	28	7	1	0	1
38	171	3	0	0	1
38	172	4	0	0	1
38	358	5	0	0	1
38	173	5	0	1	1
38	174	6	1	0	1
38	175	7	0	1	1
38	176	8	1	0	1
39	247	3	0	0	1
39	1	3	0	1	1
39	204	3	1	0	1
39	57	3	1	1	1
39	177	4	1	0	1
39	24	5	0	0	1
39	335	5	0	1	1
39	25	6	0	0	1
39	448	6	1	0	1
39	26	7	0	0	1
39	3	8	0	0	1
39	27	8	0	1	1
39	195	9	0	0	1
39	28	9	1	0	1
39	29	10	0	1	1
39	178	11	1	0	1
40	247	3	0	0	1
40	1	3	0	1	1
40	204	3	1	0	1
40	57	3	1	1	1
40	179	4	1	0	1
40	160	4	1	1	1
40	38	5	0	0	1
40	180	5	0	1	1
40	181	6	1	0	1
40	182	7	0	0	1
40	183	8	0	1	1
40	388	8	1	0	1
40	389	9	0	0	1
40	184	9	1	0	1
41	247	3	0	0	1
41	1	3	0	1	1
41	204	3	1	0	1
41	57	3	1	1	1
41	15	4	1	0	1
41	106	5	0	0	1
41	100	5	0	1	1
41	185	6	1	0	1
41	79	7	0	0	1
41	532	7	0	1	1
41	186	8	0	0	1
41	194	9	0	0	1
41	56	9	0	1	1
41	4	10	0	0	1
41	187	10	1	1	1
41	320	11	0	0	1
41	188	11	1	0	1
42	247	3	0	0	1
42	1	3	0	1	1
42	204	3	1	0	1
42	57	3	1	1	1
42	248	4	0	0	1
42	115	4	1	0	1
42	189	5	0	0	1
42	314	5	0	1	1
42	470	6	0	0	1
42	12	6	0	1	1
42	157	6	1	0	1
42	142	6	1	1	1
42	13	7	1	0	1
42	14	8	0	0	1
42	426	8	0	1	1
43	247	3	0	0	1
43	1	3	0	1	1
43	204	3	1	0	1
43	57	3	1	1	1
43	8	4	1	0	1
43	120	4	1	1	1
43	131	5	0	0	1
43	9	5	0	1	1
43	45	5	1	0	1
43	421	5	1	1	1
43	190	6	1	0	1
43	191	7	0	0	1
43	440	7	0	1	1
43	192	8	0	0	1
43	193	9	0	0	1
43	194	10	0	0	1
43	56	10	0	1	1
43	195	11	0	0	1
43	28	11	1	0	1
43	196	12	0	1	1
43	393	13	0	0	1
43	7	13	1	0	1
43	197	14	0	1	1
43	133	15	1	0	1
43	392	16	0	0	1
43	125	16	0	1	1
43	126	17	1	0	1
43	293	17	1	1	1
44	247	3	0	0	1
44	1	3	0	1	1
44	204	3	1	0	1
44	57	3	1	1	1
44	198	4	1	1	1
44	199	5	1	0	1
44	200	6	0	0	1
44	76	7	0	0	1
44	77	8	0	1	1
44	93	9	1	0	1
44	201	10	0	0	1
44	32	11	0	0	1
45	247	3	0	0	1
45	1	3	0	1	1
45	204	3	1	0	1
45	57	3	1	1	1
45	179	4	1	0	1
45	160	4	1	1	1
45	38	5	0	0	1
45	180	5	0	1	1
45	202	6	1	0	1
45	203	7	0	0	1
45	110	8	0	0	1
45	346	8	1	0	1
45	111	9	0	1	1
45	44	10	0	0	1
45	166	10	1	0	1
46	247	3	0	0	1
46	1	3	0	1	1
46	204	3	1	0	1
46	57	3	1	1	1
46	205	4	0	0	1
46	280	4	0	1	1
46	64	4	1	0	1
46	236	4	1	1	1
46	163	5	0	0	1
46	65	5	0	1	1
46	159	5	1	0	1
47	247	3	0	0	1
47	1	3	0	1	1
47	204	3	1	0	1
47	57	3	1	1	1
47	198	4	1	1	1
47	525	5	0	0	1
47	402	5	0	1	1
47	206	5	1	0	1
47	207	6	0	0	1
47	163	7	0	0	1
47	65	7	0	1	1
47	159	7	1	0	1
48	247	3	0	0	1
48	1	3	0	1	1
48	204	3	1	0	1
48	57	3	1	1	1
48	208	4	1	0	1
48	209	5	0	0	1
48	210	6	0	0	1
48	211	7	0	1	1
48	212	8	1	1	1
48	213	9	1	0	1
49	247	3	0	0	1
49	1	3	0	1	1
49	204	3	1	0	1
49	57	3	1	1	1
49	8	4	1	0	1
49	120	4	1	1	1
49	214	5	0	0	1
49	215	6	0	0	1
49	441	6	0	1	1
49	216	7	0	0	1
50	247	3	0	0	1
50	1	3	0	1	1
50	204	3	1	0	1
50	57	3	1	1	1
50	177	4	1	0	1
50	24	5	0	0	1
50	335	5	0	1	1
50	25	6	0	0	1
50	448	6	1	0	1
50	217	7	0	0	1
50	218	8	0	0	1
50	219	9	0	0	1
51	247	3	0	0	1
51	1	3	0	1	1
51	204	3	1	0	1
51	57	3	1	1	1
51	2	4	1	0	1
51	3	5	0	0	1
51	27	5	0	1	1
51	192	6	0	0	1
51	220	7	0	0	1
51	221	8	0	1	1
51	212	9	1	1	1
51	222	10	1	0	1
52	247	3	0	0	1
52	1	3	0	1	1
52	204	3	1	0	1
52	57	3	1	1	1
52	15	4	1	0	1
52	223	5	0	0	1
52	224	6	0	0	1
52	272	6	0	1	1
52	225	7	0	0	1
52	226	8	0	1	1
52	227	9	1	1	1
52	228	10	1	0	1
53	247	3	0	0	1
53	1	3	0	1	1
53	204	3	1	0	1
53	57	3	1	1	1
53	8	4	1	0	1
53	120	4	1	1	1
53	131	5	0	0	1
53	9	5	0	1	1
53	45	5	1	0	1
53	421	5	1	1	1
53	229	6	1	0	1
53	230	7	0	0	1
53	231	8	0	0	1
53	232	9	0	1	1
53	128	10	0	1	1
53	233	10	1	0	1
54	247	3	0	0	1
54	1	3	0	1	1
54	204	3	1	0	1
54	57	3	1	1	1
54	8	4	1	0	1
54	120	4	1	1	1
54	131	5	0	0	1
54	9	5	0	1	1
54	45	5	1	0	1
54	421	5	1	1	1
54	121	6	0	0	1
54	480	6	1	0	1
54	234	6	1	1	1
54	235	7	1	0	1
54	207	8	0	0	1
54	163	9	0	0	1
54	65	9	0	1	1
54	159	9	1	0	1
55	247	3	0	0	1
55	1	3	0	1	1
55	204	3	1	0	1
55	57	3	1	1	1
55	205	4	0	0	1
55	280	4	0	1	1
55	64	4	1	0	1
55	236	4	1	1	1
55	420	5	0	0	1
55	237	5	1	0	1
55	238	6	0	0	1
55	62	7	0	1	1
55	63	8	1	0	1
55	239	8	1	1	1
55	240	9	1	0	1
55	38	10	0	0	1
55	180	10	0	1	1
56	214	3	0	0	1
56	241	4	0	1	1
56	242	5	1	1	1
56	243	6	1	0	1
57	247	3	0	0	1
57	1	3	0	1	1
57	204	3	1	0	1
57	57	3	1	1	1
57	248	4	0	0	1
57	115	4	1	0	1
57	189	5	0	0	1
57	314	5	0	1	1
57	470	6	0	0	1
57	12	6	0	1	1
57	157	6	1	0	1
57	142	6	1	1	1
57	158	7	0	1	1
57	244	7	1	0	1
57	164	8	0	0	1
57	488	8	1	0	1
57	245	9	0	0	1
57	189	10	0	0	1
57	314	10	0	1	1
57	246	11	0	0	1
57	398	11	0	1	1
57	306	11	1	0	1
58	247	3	0	0	1
58	1	3	0	1	1
58	204	3	1	0	1
58	57	3	1	1	1
58	248	4	0	0	1
58	115	4	1	0	1
58	404	5	0	0	1
58	249	5	0	1	1
58	339	6	1	0	1
58	250	6	1	1	1
58	251	7	1	0	1
58	38	8	0	0	1
58	180	8	0	1	1
59	247	3	0	0	1
59	1	3	0	1	1
59	204	3	1	0	1
59	57	3	1	1	1
59	8	4	1	0	1
59	120	4	1	1	1
59	131	5	0	0	1
59	9	5	0	1	1
59	45	5	1	0	1
59	421	5	1	1	1
59	252	6	1	0	1
59	253	7	0	1	1
59	254	8	1	0	1
59	255	9	0	0	1
59	451	9	1	0	1
59	86	10	0	0	1
59	87	11	0	0	1
59	350	11	0	1	1
59	88	12	0	0	1
59	10	12	1	0	1
59	148	12	1	1	1
59	62	13	0	1	1
59	97	14	1	0	1
59	256	15	0	1	1
59	257	16	1	0	1
59	327	16	1	1	1
60	247	3	0	0	1
60	1	3	0	1	1
60	204	3	1	0	1
60	57	3	1	1	1
60	15	4	1	0	1
60	16	5	0	1	1
60	258	6	1	0	1
60	259	7	0	0	1
60	91	8	0	0	1
60	68	8	0	1	1
60	260	9	1	0	1
61	247	3	0	0	1
61	1	3	0	1	1
61	204	3	1	0	1
61	57	3	1	1	1
61	15	4	1	0	1
61	261	5	0	0	1
61	96	5	0	1	1
61	262	6	0	1	1
61	263	7	1	0	1
61	264	8	0	0	1
61	265	9	0	0	1
61	465	9	0	1	1
61	266	10	0	0	1
61	267	11	0	0	1
61	503	11	0	1	1
61	268	12	0	0	1
61	269	13	0	0	1
61	270	14	0	0	1
62	247	3	0	0	1
62	1	3	0	1	1
62	204	3	1	0	1
62	57	3	1	1	1
62	8	4	1	0	1
62	120	4	1	1	1
62	131	5	0	0	1
62	9	5	0	1	1
62	45	5	1	0	1
62	421	5	1	1	1
62	132	6	0	1	1
62	58	6	1	0	1
62	271	7	0	0	1
62	224	8	0	0	1
62	272	8	0	1	1
62	273	9	1	0	1
62	274	10	0	0	1
62	437	10	1	0	1
63	247	3	0	0	1
63	1	3	0	1	1
63	204	3	1	0	1
63	57	3	1	1	1
63	248	4	0	0	1
63	115	4	1	0	1
63	189	5	0	0	1
63	314	5	0	1	1
63	470	6	0	0	1
63	12	6	0	1	1
63	157	6	1	0	1
63	142	6	1	1	1
63	275	7	1	0	1
63	276	8	0	0	1
63	277	9	0	0	1
63	278	10	0	1	1
63	279	11	1	0	1
64	247	3	0	0	1
64	1	3	0	1	1
64	204	3	1	0	1
64	57	3	1	1	1
64	205	4	0	0	1
64	280	4	0	1	1
64	64	4	1	0	1
64	236	4	1	1	1
64	163	5	0	0	1
64	65	5	0	1	1
64	159	5	1	0	1
64	98	6	0	1	1
64	479	7	1	0	1
64	281	7	1	1	1
64	282	8	1	0	1
64	38	9	0	0	1
