0,0,words\features,
0,2,zek1
0,3,oluf1
0,4,baso2
0,5,twe2
0,6,qham3
0,7,meh1
0,8,alin1
0,9,egun1
0,10,meh2
0,11,alin2
0,12,ulet1
0,13,lona2
0,14,daz2
0,15,heli3
0,16,umfo1
0,17,heli2
0,18,uzom1
0,19,phit2
0,20,twe1
0,21,heli1
0,22,bums2
0,23,moye1
0,24,zel2
0,25,goqa1
0,26,zel1
0,27,senz1
0,28,ules1
0,29,esw1
0,30,alim1
0,31,onya1
0,32,phis2
0,33,onya2
0,34,onya3
0,35,ugog1
0,36,zoli1
0,37,egce1
0,38,twan1
0,39,twan3
0,40,day1
0,41,twan2
0,42,uzon1
0,43,omfa1
0,44,isa2
0,45,samt1
0,46,isa1
0,47,mul1
0,48,yaqa1
0,49,qiya3
0,50,mul2
0,51,egul1
0,52,ekiw1
0,53,akhe1
0,54,ikor1
0,55,zalw1
0,56,nzw1
0,57,xazo2
0,58,ugoj1
0,59,uzok1
0,60,laku1
0,61,abhe2
0,62,abhe1
0,63,befa2
0,64,zem1
0,65,iphi2
0,66,iphi3
0,67,iphi1
0,68,muk1
0,69,nzwe1
0,70,muk2
0,71,enod1
0,72,luma1
0,73,ceba1
0,74,luma2
0,75,luma3
0,76,eco1
0,77,beza1
0,78,beza2
0,79,esu2
0,80,uhh1
0,81,esu1
0,82,alip1
0,83,uzol1
0,84,oqe1
0,85,zalu1
0,86,zalu2
0,87,yile1
0,88,zen1
0,89,zen2
0,90,yile2
0,91,fub1
0,92,thuz3
0,93,fub2
0,94,lone2
0,95,vad2
0,96,zom1
0,97,zom2
0,98,ugod1
0,99,ding1
0,100,ding2
0,101,qabi2
0,102,olub1
0,103,ntin1
0,104,leke1
0,105,icos1
0,106,ntin2
0,107,leke2
0,108,nede1
0,109,evel1
0,110,moya3
0,111,mem1
0,112,lakw2
0,113,lakw1
0,114,cac1
0,115,lond2
0,116,avin1
0,117,ulew2
0,118,yaqh1
0,119,zon1
0,120,zon2
0,121,giba2
0,122,giba1
0,123,eci1
0,124,oluc1
0,125,zeh1
0,126,samx1
0,127,njw1
0,128,njw2
0,129,egci1
0,130,mel2
0,131,mel1
0,132,abhi1
0,133,alil2
0,134,akhi1
0,135,zok1
0,136,xula2
0,137,doda1
0,138,doda2
0,139,doda3
0,140,uhe1
0,141,alil1
0,142,ibaz3
0,143,avim1
0,144,ecab1
0,145,iphe3
0,146,iphe2
0,147,iphe1
0,148,helo2
0,149,helo3
0,150,muh1
0,151,muh2
0,152,even1
0,153,puro3
0,154,mek2
0,155,mek1
0,156,ongi2
0,157,ahan2
0,158,ongi1
0,159,zol1
0,160,zol2
0,161,alik1
0,162,oqa1
0,163,dind1
0,164,leka3
0,165,ibay1
0,166,ilwe2
0,167,ecac1
0,168,leka2
0,169,leka1
0,170,olet1
0,171,yila2
0,172,mug2
0,173,yila1
0,174,ibaz1
0,175,hada2
0,176,hada3
0,177,nju1
0,178,uzop1
0,179,hada1
0,180,ulel3
0,181,ulel2
0,182,wozw1
0,183,ipho1
0,184,siph2
0,185,ipho2
0,186,ipho3
0,187,ongc1
0,188,gcin1
0,189,ulel1
0,190,gcin2
0,191,bezi1
0,192,ecw2
0,193,thus1
0,194,zent1
0,195,loni1
0,196,qwen2
0,197,ibat1
0,198,zenu1
0,199,loni3
0,200,loni2
0,201,omva1
0,202,goqh1
0,203,omva3
0,204,phil1
0,205,phil2
0,206,ulek3
0,207,ulek2
0,208,eso1
0,209,ulek1
0,210,isi2
0,211,isi1
0,212,icon1
0,213,olup1
0,214,hweb2
0,215,hweb3
0,216,ganw3
0,217,ganw2
0,218,phik2
0,219,ibas1
0,220,ganw1
0,221,emnc1
0,222,zigq2
0,223,thus3
0,224,thus2
0,225,huth3
0,226,zed1
0,227,huth1
0,228,huth2
0,229,uzof1
0,230,phik1
0,231,onge1
0,232,qond2
0,233,onge2
0,234,onge3
0,235,qond1
0,236,nsan1
0,237,isl2
0,238,andw2
0,239,qhaw2
0,240,ewuy1
0,241,qhaw3
0,242,udad1
0,243,andw1
0,244,inqa2
0,245,inqa1
0,246,ahaz1
0,247,long3
0,248,ugob1
0,249,long1
0,250,dode1
0,251,nzo2
0,252,nzo1
0,253,evez2
0,254,uzoc1
0,255,dini1
0,256,mut2
0,257,umfu1
0,258,cab1
0,259,qabo2
0,260,yilo2
0,261,cab2
0,262,men1
0,263,egco1
0,264,lumi3
0,265,vado2
0,266,cebi1
0,267,lumi2
0,268,lumi1
0,269,olun1
0,270,bezi2
0,271,aqon1
0,272,kaph2
0,273,bezi3
0,274,ilwa1
0,275,boz1
0,276,ilwa3
0,277,boz2
0,278,emna1
0,279,udab1
0,280,uzod1
0,281,zolo2
0,282,zolo3
0,283,zoh1
0,284,qed1
0,285,oluk1
0,286,kwaz3
0,287,esl1
0,288,kwaz2
0,289,zod2
0,290,yaqo1
0,291,andu2
0,292,akho2
0,293,deke1
0,294,akho1
0,295,lumb2
0,296,val1
0,297,val2
0,298,uho1
0,299,alib1
0,300,mun2
0,301,nedl1
0,302,olul1
0,303,kapo2
0,304,nase1
0,305,imha1
0,306,nase2
0,307,sana1
0,308,ise1
0,309,kway3
0,310,ise2
0,311,kway2
0,312,njo1
0,313,qong3
0,314,qhaz1
0,315,mbez3
0,316,okub1
0,317,soz1
0,318,vak1
0,319,emng1
0,320,ogam1
0,321,van1
0,322,mes1
0,323,kiwe1
0,324,geth1
0,325,hube1
0,326,onga2
0,327,abha2
0,328,ecu1
0,329,onga1
0,330,abha3
0,331,qush2
0,332,hube3
0,333,zigi2
0,334,hube2
0,335,onga3
0,336,ish1
0,337,ulen1
0,338,ulen2
0,339,abha1
0,340,ish2
0,341,zob1
0,342,neth1
0,343,phin3
0,344,phin2
0,345,phin1
0,346,thut3
0,347,helw3
0,348,ogan1
0,349,nedo1
0,350,helw2
0,351,helw1
0,352,lonk2
0,353,basu1
0,354,lonk3
0,355,basu2
0,356,soph2
0,357,soph1
0,358,vam1
0,359,ogoq1
0,360,ulem1
0,361,esi2
0,362,esi1
0,363,liph2
0,364,uhl1
0,365,uhl2
0,366,lala2
0,367,lala3
0,368,uzoh1
0,369,beze1
0,370,zenz1
0,371,lume3
0,372,lume2
0,373,lume1
0,374,gany3
0,375,lala1
0,376,beze3
0,377,gany2
0,378,beze2
0,379,geth3
0,380,phic1
0,381,weba3
0,382,weba2
0,383,laka2
0,384,laka1
0,385,weba1
0,386,fut2
0,387,thuk3
0,388,laka3
0,389,thuk2
0,390,useb1
0,391,ibak1
0,392,muz1
0,393,nasi2
0,394,ufuy1
0,395,olux1
0,396,guje1
0,397,ugx1
0,398,gisu2
0,399,ngut2
0,400,mex1
0,401,inqw1
0,402,egcu1
0,403,kwav2
0,404,deki1
0,405,muz2
0,406,igqa1
0,407,ibal2
0,408,jima2
0,409,iran1
0,410,ibal1
0,411,yuka1
0,412,esh1
0,413,ikun1
0,414,cay2
0,415,qabu2
0,416,bika1
0,417,beyo2
0,418,esh2
0,419,umez3
0,420,zoku1
0,421,umez1
0,422,sot1
0,423,guza2
0,424,ibam1
0,425,guza1
0,426,qen1
0,427,kwaw3
0,428,kwaw2
0,429,sama1
0,430,uswa1
0,431,kwaw1
0,432,uswa2
0,433,ikum1
0,434,fihl1
0,435,fihl2
0,436,ese1
0,437,izib1
0,438,egcw1
0,439,samb1
0,440,iban1
0,441,leko3
0,442,ugw1
0,443,ando1
0,444,posi1
0,445,nguw3
0,446,ando3
0,447,ikul1
0,448,iphu1
0,449,iphu2
0,450,samg1
0,451,kwaq2
0,452,wozi1
0,453,lake1
0,454,omfu1
0,455,izic1
0,456,qel1
0,457,oqo2
0,458,andl3
0,459,oqo1
0,460,esc1
0,461,andl2
0,462,andl1
0,463,luli1
0,464,luli2
0,465,luli3
0,466,ikus1
0,467,olut1
0,468,hasi3
0,469,nki2
0,470,muv2
0,471,nki1
0,472,jime1
0,473,hasi1
0,474,muv1
0,475,ongw3
0,476,obho2
0,477,ongw1
0,478,izid1
0,479,thun3
0,480,ongw2
0,481,qem2
0,482,thun2
0,483,zigc2
0,484,ugu1
0,485,nguy3
0,486,nguy2
0,487,nguy1
0,488,ibah1
0,489,inaz1
0,490,kwas2
0,491,kwas3
0,492,sop1
0,493,thum2
0,494,andi2
0,495,wevu3
0,496,sop2
0,497,thum3
0,498,andi3
0,499,mez1
0,500,ugr1
0,501,lakh1
0,502,mez2
0,503,zali1
0,504,uswe1
0,505,naso2
0,506,agog1
0,507,esa2
0,508,esa1
0,509,uswe2
0,510,zez1
0,511,ugov1
0,512,nguz3
0,513,lohh1
0,514,nguz2
0,515,ikuq1
0,516,jima3
0,517,inqu2
0,518,inqu1
0,519,thul3
0,520,kwat2
0,521,thul1
0,522,thul2
0,523,qek1
0,524,ufez1
0,525,lakh2
0,526,izif1
0,527,laki2
0,528,ikup1
0,529,neso1
0,530,ufek1
0,531,lulu3
0,532,ful2
