0  0 0 0 1
0  1 1 1 0
0  2 2 0 0
0  3 3 0 1
0  4 4 1 0
0  758 0 1 0
0  759 1 0 0
0  760 2 0 1
0  761 3 1 0
0  1720 0 0 0
0  1721 1 0 1
0  1722 2 1 0
1  2674 0 0 0
1  2675 1 0 0
1  2676 2 0 0
1  2677 3 0 0
1  2678 4 0 0
1  2679 5 0 1
1  2680 6 1 0
1  3431 0 0 0
1  3432 1 0 0
1  3433 2 0 0
1  3434 3 0 0
1  3435 4 0 1
1  3436 5 1 0
1  4392 0 0 0
1  4393 1 0 0
1  4394 2 0 0
1  4395 3 0 1
1  4396 4 1 0
2  5338 0 0 1
2  5350 1 1 0
2  5351 2 0 0
2  5352 3 0 1
2  5353 4 1 0
2  5354 5 0 0
2  5355 6 0 0
2  5356 7 0 1
2  5357 8 1 0
2  5610 2 0 0
2  6106 0 1 0
2  6107 1 0 0
2  6108 2 0 1
2  6109 3 1 0
2  6110 4 0 0
2  6111 5 0 0
2  6112 6 0 1
2  6113 7 1 0
2  7066 0 0 0
2  7067 1 0 1
2  7068 2 1 0
2  7069 3 0 0
2  7070 4 0 0
2  7071 5 0 1
2  7072 6 1 0
3  8007 0 0 1
3  8027 1 1 0
3  8028 2 0 0
3  8029 3 0 0
3  8030 4 0 0
3  8479 2 0 0
3  8783 0 1 0
3  8784 1 0 0
3  8785 2 0 0
3  8786 3 0 0
3  9742 0 0 0
3  9743 1 0 0
3  9744 2 0 0
4  10676 0 0 1
4  10677 1 1 0
4  10700 2 0 1
4  10701 3 1 0
4  10702 4 0 0
4  10703 5 0 0
4  10704 6 0 0
4  10705 7 0 1
4  10706 8 1 0
4  11394 7 0 1
4  11434 0 1 0
4  11456 1 0 1
4  11457 2 1 0
4  11458 3 0 0
4  11459 4 0 0
4  11460 5 0 0
4  11461 6 0 1
4  11462 7 1 0
4  12329 7 1 0
4  12414 0 0 1
4  12415 1 1 0
4  12416 2 0 0
4  12417 3 0 0
4  12418 4 0 0
4  12419 5 0 1
4  12420 6 1 0
5  13345 0 0 1
5  13357 1 1 0
5  13358 2 0 0
5  13376 3 0 1
5  13377 4 1 0
5  13378 5 0 1
5  13379 6 1 0
5  13380 7 0 1
5  13381 8 1 0
5  13382 9 0 0
5  13383 10 0 0
5  13384 11 0 0
5  13617 2 0 0
5  13722 9 0 0
5  14113 0 1 0
5  14114 1 0 0
5  14132 2 0 1
5  14133 3 1 0
5  14134 4 0 1
5  14135 5 1 0
5  14136 6 0 1
5  14137 7 1 0
5  14138 8 0 0
5  14139 9 0 0
5  14140 10 0 0
5  14523 9 0 0
5  15073 0 0 0
5  15090 1 0 1
5  15091 2 1 0
5  15092 3 0 1
5  15093 4 1 0
5  15094 5 0 1
5  15095 6 1 0
5  15096 7 0 0
5  15097 8 0 0
5  15098 9 0 0
6  16014 0 0 1
6  16054 1 1 0
6  16055 2 0 0
6  16056 3 0 0
6  16057 4 0 0
6  16058 5 0 0
6  16059 6 0 1
6  16060 7 1 0
6  16676 1 1 0
6  16771 6 0 1
6  16810 0 1 0
6  16811 1 0 0
6  16812 2 0 0
6  16813 3 0 0
6  16814 4 0 0
6  16815 5 0 1
6  16816 6 1 0
6  17586 0 1 0
6  17768 0 0 0
6  17769 1 0 0
