0  0 0 0 1
0  0 1 1 0
0  0 2 0 0
0  0 3 0 1
0  0 4 1 0
0  1 0 1 0
0  1 1 0 0
0  1 2 0 1
0  1 3 1 0
0  2 0 0 0
0  2 1 0 1
0  2 2 1 0
0  3 0 0 1
0  3 1 1 0
0  4 0 1 0
1  5 0 0 0
1  5 1 0 0
1  5 2 0 0
1  5 3 0 0
1  5 4 0 0
1  5 5 0 1
1  5 6 1 0
1  6 0 0 0
1  6 1 0 0
1  6 2 0 0
1  6 3 0 0
1  6 4 0 1
1  6 5 1 0
1  7 0 0 0
1  7 1 0 0
1  7 2 0 0
1  7 3 0 1
1  7 4 1 0
1  8 0 0 0
1  8 1 0 0
1  8 2 0 1
1  8 3 1 0
1  9 0 0 0
1  9 1 0 1
1  9 2 1 0
2  10 0 0 1
2  10 1 1 0
2  10 2 0 0
2  10 3 0 1
2  10 4 1 0
2  10 5 0 0
2  10 6 0 0
2  10 7 0 1
2  10 8 1 0
2  10 2 0 0
2  11 0 1 0
2  11 1 0 0
2  11 2 0 1
2  11 3 1 0
2  11 4 0 0
2  11 5 0 0
2  11 6 0 1
2  11 7 1 0
2  12 0 0 0
2  12 1 0 1
2  12 2 1 0
2  12 3 0 0
2  12 4 0 0
2  12 5 0 1
2  12 6 1 0
2  13 0 0 1
2  13 1 1 0
2  13 2 0 0
2  13 3 0 0
2  13 4 0 1
2  13 5 1 0
2  14 0 1 0
2  14 1 0 0
2  14 2 0 0
2  14 3 0 1
2  14 4 1 0
3  15 0 0 1
3  15 1 1 0
3  15 2 0 0
3  15 3 0 0
3  15 4 0 0
3  15 2 0 0
3  16 0 1 0
3  16 1 0 0
3  16 2 0 0
3  16 3 0 0
3  17 0 0 0
3  17 1 0 0
3  17 2 0 0
3  18 0 0 0
3  18 1 0 0
3  19 0 0 0
4  20 0 0 1
4  20 1 1 0
4  20 2 0 1
4  20 3 1 0
4  20 4 0 0
4  20 5 0 0
4  20 6 0 0
4  20 7 0 1
4  20 8 1 0
4  20 7 0 1
4  21 0 1 0
4  21 1 0 1
4  21 2 1 0
4  21 3 0 0
4  21 4 0 0
4  21 5 0 0
4  21 6 0 1
4  21 7 1 0
4  21 7 1 0
4  22 0 0 1
4  22 1 1 0
4  22 2 0 0
4  22 3 0 0
4  22 4 0 0
4  22 5 0 1
4  22 6 1 0
4  23 0 1 0
4  23 1 0 0
4  23 2 0 0
4  23 3 0 0
4  23 4 0 1
4  23 5 1 0
4  24 0 0 0
4  24 1 0 0
4  24 2 0 0
4  24 3 0 1
4  24 4 1 0
5  25 0 0 1
5  25 1 1 0
5  25 2 0 0
5  25 3 0 1
5  25 4 1 0
5  25 5 0 1
5  25 6 1 0
5  25 7 0 1
5  25 8 1 0
5  25 9 0 0
5  25 10 0 0
5  25 11 0 0
5  25 2 0 0
5  25 9 0 0
5  26 0 1 0
5  26 1 0 0
5  26 2 0 1
5  26 3 1 0
5  26 4 0 1
5  26 5 1 0
5  26 6 0 1
5  26 7 1 0
5  26 8 0 0
5  26 9 0 0
5  26 10 0 0
5  26 9 0 0
5  27 0 0 0
5  27 1 0 1
5  27 2 1 0
5  27 3 0 1
5  27 4 1 0
5  27 5 0 1
5  27 6 1 0
5  27 7 0 0
5  27 8 0 0
5  27 9 0 0
5  28 0 0 1
5  28 1 1 0
5  28 2 0 1
5  28 3 1 0
5  28 4 0 1
5  28 5 1 0
5  28 6 0 0
5  28 7 0 0
5  28 8 0 0
5  29 0 1 0
5  29 1 0 1
5  29 2 1 0
5  29 3 0 1
5  29 4 1 0
5  29 5 0 0
5  29 6 0 0
5  29 7 0 0
6  30 0 0 1
6  30 1 1 0
6  30 2 0 0
6  30 3 0 0
6  30 4 0 0
6  30 5 0 0
6  30 6 0 1
6  30 7 1 0
6  30 1 1 0
6  30 6 0 1
6  31 0 1 0
6  31 1 0 0
6  31 2 0 0
6  31 3 0 0
6  31 4 0 0
6  31 5 0 1
6  31 6 1 0
6  31 0 1 0
6  32 0 0 0
6  32 1 0 0
6  32 2 0 0
6  32 3 0 0
6  32 4 0 1
6  32 5 1 0
6  33 0 0 0
6  33 1 0 0
6  33 2 0 0
6  33 3 0 1
6  33 4 1 0
6  34 0 0 0
6  34 1 0 0
6  34 2 0 1
6  34 3 1 0
7  35 0 0 0
7  35 1 0 1
7  35 2 1 0
7  35 3 0 1
7  35 4 1 0
7  36 0 0 1
7  36 1 1 0
7  36 2 0 1
7  36 3 1 0
7  37 0 1 0
7  37 1 0 1
7  37 2 1 0
7  38 0 0 1
7  38 1 1 0
7  39 0 1 0
8  40 0 0 1
8  40 1 1 0
8  40 2 0 0
8  40 3 0 0
8  40 4 0 0
8  40 5 0 0
8  40 6 0 0
8  40 7 0 1
8  40 8 1 0
8  40 9 0 1
8  40 10 1 0
8  40 5 0 0
8  41 0 1 0
8  41 1 0 0
8  41 2 0 0
8  41 3 0 0
8  41 4 0 0
8  41 5 0 0
8  41 6 0 1
8  41 7 1 0
8  41 8 0 1
8  41 9 1 0
8  41 5 0 0
8  42 0 0 0
8  42 1 0 0
8  42 2 0 0
8  42 3 0 0
8  42 4 0 0
8  42 5 0 1
8  42 6 1 0
8  42 7 0 1
8  42 8 1 0
8  43 0 0 0
8  43 1 0 0
8  43 2 0 0
8  43 3 0 0
8  43 4 0 1
8  43 5 1 0
8  43 6 0 1
8  43 7 1 0
8  44 0 0 0
8  44 1 0 0
8  44 2 0 0
8  44 3 0 1
8  44 4 1 0
8  44 5 0 1
8  44 6 1 0
9  45 0 0 1
9  45 1 1 0
9  45 2 0 0
9  45 3 0 0
9  45 4 0 0
9  45 5 0 0
9  45 6 0 1
9  45 7 1 0
9  45 4 0 0
9  45 6 0 1
9  46 0 1 0
9  46 1 0 0
9  46 2 0 0
9  46 3 0 0
9  46 4 0 0
9  46 5 0 1
9  46 6 1 0
9  46 4 0 0
9  46 5 0 1
9  47 0 0 0
9  47 1 0 0
9  47 2 0 0
9  47 3 0 0
9  47 4 0 1
9  47 5 1 0
9  47 4 0 1
9  47 4 0 1
9  48 0 0 0
9  48 1 0 0
9  48 2 0 0
9  48 3 0 1
9  48 4 1 0
9  49 0 0 0
9  49 1 0 0
9  49 2 0 1
9  49 3 1 0
10  50 0 0 0
10  50 1 0 0
10  50 2 0 0
10  50 3 0 0
10  50 4 0 0
10  50 5 0 1
10  50 6 1 0
10  51 0 0 0
10  51 1 0 0
10  51 2 0 0
10  51 3 0 0
10  51 4 0 1
10  51 5 1 0
