0  0 0 0 0
0  1 1 0 1
0  2 2 1 0
0  691 0 0 1
0  692 1 1 0
0  1589 0 1 0
1  3 0 0 1
1  4 1 1 0
1  5 2 0 1
1  6 3 1 0
1  7 4 0 0
1  8 5 0 0
1  9 6 0 0
1  10 7 0 0
1  11 8 0 0
1  12 9 0 0
1  13 10 0 0
1  14 11 0 1
1  15 12 1 1
1  16 13 1 0
1  693 0 1 0
1  694 1 0 1
1  695 2 1 0
1  696 3 0 0
1  697 4 0 0
1  698 5 0 0
1  699 6 0 0
1  700 7 0 0
1  701 8 0 0
1  702 9 0 0
1  703 10 0 1
1  704 11 1 1
1  705 12 1 0
1  1590 0 0 1
1  1591 1 1 0
1  1592 2 0 0
1  1593 3 0 0
1  1594 4 0 0
1  1595 5 0 0
1  1596 6 0 0
1  1597 7 0 0
1  1598 8 0 0
1  1599 9 0 1
1  1600 10 1 1
1  1601 11 1 0
1  2494 0 1 0
1  2495 1 0 0
1  2496 2 0 0
1  2497 3 0 0
1  2498 4 0 0
1  2499 5 0 0
1  2500 6 0 0
1  2501 7 0 0
1  2502 8 0 1
1  2503 9 1 1
1  2504 10 1 0
1  3288 0 0 0
1  3289 1 0 0
1  3290 2 0 0
1  3291 3 0 0
1  3292 4 0 0
1  3293 5 0 0
1  3294 6 0 0
1  3295 7 0 1
1  3296 8 1 1
1  3297 9 1 0
2  3 0 0 1
2  4 1 1 0
2  5 2 0 1
2  6 3 1 0
2  17 4 0 0
2  18 5 0 0
2  19 6 0 0
2  693 0 1 0
2  694 1 0 1
2  695 2 1 0
2  706 3 0 0
2  707 4 0 0
2  708 5 0 0
2  1590 0 0 1
2  1591 1 1 0
2  1602 2 0 0
2  1603 3 0 0
2  1604 4 0 0
2  2494 0 1 0
2  2505 1 0 0
2  2506 2 0 0
2  2507 3 0 0
2  3298 0 0 0
2  3299 1 0 0
2  3300 2 0 0
3  4 1 1 0
3  5 2 0 1
3  20 0 1 1
3  21 3 1 0
3  22 4 0 0
3  23 5 0 0
3  24 6 0 0
3  25 7 0 1
3  26 8 1 0
3  693 0 1 0
3  694 1 0 1
3  709 2 1 0
3  710 3 0 0
3  711 4 0 0
3  712 5 0 0
3  713 6 0 1
3  714 7 1 0
3  1590 0 0 1
3  1605 1 1 0
3  1606 2 0 0
3  1607 3 0 0
3  1608 4 0 0
3  1609 5 0 1
3  1610 6 1 0
3  2508 0 1 0
3  2509 1 0 0
3  2510 2 0 0
3  2511 3 0 0
3  2512 4 0 1
3  2513 5 1 0
3  3301 0 0 0
3  3302 1 0 0
3  3303 2 0 0
3  3304 3 0 1
3  3305 4 1 0
4  3 0 0 1
4  4 1 1 0
4  27 2 0 0
4  28 3 0 1
4  29 4 1 0
4  693 0 1 0
4  715 1 0 0
4  716 2 0 1
4  717 3 1 0
4  1611 0 0 0
4  1612 1 0 1
4  1613 2 1 0
4  2514 0 0 1
4  2515 1 1 0
4  3306 0 1 0
5  3 0 0 1
5  4 1 1 0
5  5 2 0 1
5  30 3 1 0
5  31 4 0 0
5  32 5 0 1
5  33 6 1 0
5  34 7 0 0
5  693 0 1 0
5  694 1 0 1
5  718 2 1 0
5  719 3 0 0
5  720 4 0 1
5  721 5 1 0
5  722 6 0 0
5  1590 0 0 1
5  1614 1 1 0
5  1615 2 0 0
5  1616 3 0 1
5  1617 4 1 0
5  1618 5 0 0
5  2516 0 1 0
5  2517 1 0 0
5  2518 2 0 1
5  2519 3 1 0
5  2520 4 0 0
5  3307 0 0 0
5  3308 1 0 1
5  3309 2 1 0
5  3310 3 0 0
6  4 1 1 0
6  5 2 0 1
6  20 0 1 1
6  30 3 1 0
6  35 4 0 1
6  36 5 1 0
6  37 6 0 0
6  38 7 0 1
6  39 8 1 0
6  693 0 1 0
6  694 1 0 1
6  718 2 1 0
6  723 3 0 1
6  724 4 1 0
6  725 5 0 0
6  726 6 0 1
6  727 7 1 0
6  1590 0 0 1
6  1614 1 1 0
6  1619 2 0 1
6  1620 3 1 0
6  1621 4 0 0
6  1622 5 0 1
6  1623 6 1 0
6  2516 0 1 0
6  2521 1 0 1
6  2522 2 1 0
6  2523 3 0 0
6  2524 4 0 1
6  2525 5 1 0
6  3311 0 0 1
6  3312 1 1 0
6  3313 2 0 0
6  3314 3 0 1
6  3315 4 1 0
7  3 0 0 1
7  4 1 1 0
7  5 2 0 1
7  40 3 1 1
7  41 4 1 0
7  42 5 0 0
7  43 6 0 0
7  693 0 1 0
7  694 1 0 1
7  728 2 1 1
7  729 3 1 0
7  730 4 0 0
7  731 5 0 0
7  1590 0 0 1
7  1624 1 1 1
7  1625 2 1 0
7  1626 3 0 0
7  1627 4 0 0
7  2526 0 1 1
7  2527 1 1 0
7  2528 2 0 0
7  2529 3 0 0
7  3316 0 1 0
7  3317 1 0 0
7  3318 2 0 0
8  3 0 0 1
